t,event,slug,data
72.9167,tilt_cmd,plate,"{""carrier"": 5, ""station"": ""D"", ""target_deg"": 37.94}"
73.3667,tilt_full,plate,"{""carrier"": 5, ""tilt_ms"": 450.0}"
73.7833,item_delivered,plate,"{""zone"": ""D"", ""zone_true"": ""D"", ""ok"": true, ""pos"": [8.827, 2.489, 0.25]}"
76.0833,item_detected,box_s,
76.5667,item_classified,box_s,"{""zone"": ""B"", ""zone_true"": ""B"", ""correct"": true, ""n_reads"": 4, ""confidence"": 1.0, ""sensor_miss"": false, ""dims_mm"": [316.9, 205.8, 198.8], ""reason"": ""fits, no circle evidence: circ=0.62 sect=0.00 dome=0.01 flank=47.0mm elong=1.5 h/w=0.98"", ""latency_ms"": 483.3, ""mode"": ""rtx_depth_dual_range""}"
77.55,escapement_release,box_s,"{""carrier"": 7, ""zone"": ""B"", ""t_land_est"": 78.505, ""len_m"": 0.317, ""bias"": 0.0}"
78.45,induction_landed,box_s,"{""carrier"": 7, ""offset_m"": -0.049}"
78.45,routing_cmd,box_s,"{""zone"": ""B"", ""carrier"": 7}"
80.5833,tilt_cmd,box_s,"{""carrier"": 7, ""station"": ""B"", ""target_deg"": -38.47}"
81.0333,tilt_full,box_s,"{""carrier"": 7, ""tilt_ms"": 450.0}"
81.4667,discharge_confirmed,box_s,"{""carrier"": 7, ""station"": ""B"", ""latency_ms"": 716.7}"
83.95,item_delivered,box_s,"{""zone"": ""B"", ""zone_true"": ""B"", ""ok"": true, ""pos"": [8.432, 5.71, 0.8]}"
